"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",61.4738871152457,Inf,17.8120303758917,Inf
"quadratic model",62.2798638597683,22.2798638597683,-6.47017319274785,-46.4701731927479
"logistic model",NA,NA,-6.29191913194274,-46.2919191319427
"gompertz model",-203.411515563269,-233.411515563269,-255.664865471075,-285.664865471075
