"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",-117.176215767984,-116.176215767984,25.123707111488,26.123707111488
"quadratic model",-173.65037121341,-171.911240778627,-28.7787215577851,-27.0395911230025
"logistic model",-174.253186105302,-172.514055670519,-83.3273765732452,-81.5882461384626
"gompertz model",-186.905290836643,-184.17801810937,-86.9960579806005,-84.2687852533278
