"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",12.5397568779738,14.2540425922595,56.2590665621627,57.9733522764484
"quadratic model",11.5050106601991,14.5819337371222,55.8874960310213,58.9644191079444
"logistic model",14.9719320207289,18.048855097652,26.4485370469072,29.5254601238303
"gompertz model",12.770215044092,17.770215044092,58.6895083814179,63.6895083814179
