"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",129.434434078383,132.863005506954,38.8870118615031,42.3155832900745
"quadratic model",131.201935052478,137.868601719144,23.1361920178301,29.8028586844967
"logistic model",NA,NA,10.849784959172,17.5164516258387
"gompertz model",117.539130137246,129.539130137246,5.92409828459192,17.9240982845919
