"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",-117.92872126398,-116.92872126398,55.3354477858015,56.3354477858015
"quadratic model",-165.45959000911,-163.720459574327,-0.816423017827605,0.922707416955005
"logistic model",-101.622158520147,-99.8830280853649,-28.3626500207509,-26.6235195859683
"gompertz model",-114.48323987463,-111.755967147357,-42.0176407854748,-39.290368058202
