"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",1697.953666931,1698.23601987218,338.842782673582,339.125135614759
"quadratic model",1693.98715918134,1694.46334965753,152.015698328796,152.491888804986
"logistic model",NA,NA,50.8257030721327,51.3018935483232
"gompertz model",1659.51469785845,1660.23758942472,60.0832153042629,60.806106870528
