"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",632.200777127928,634.382595309746,73.5423529505031,75.7241711323213
"quadratic model",629.761892228043,633.761892228043,27.4318898980881,31.4318898980881
"logistic model",NA,NA,16.6398895343968,20.6398895343968
"gompertz model",606.949745544756,613.616412211423,23.7072259690419,30.3738926357086
