"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",715.280155062768,717.126308908921,76.4325560730222,78.2787099191761
"quadratic model",707.988369162991,711.321702496325,25.0704478508903,28.4037811842237
"logistic model",NA,NA,19.2022950721295,22.5356284054628
"gompertz model",701.362319542055,706.816864996601,22.4299388124556,27.8844842670011
