"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",152.98233138319,155.648998049856,26.672435653407,29.3391023200737
"quadratic model",121.262305283838,126.262305283838,27.4415432358208,32.4415432358208
"logistic model",NA,NA,-3.9923298775191,1.0076701224809
"gompertz model",104.249119786115,112.820548357543,-6.37489274358128,2.1965358278473
