"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",129.869640787636,133.869640787636,26.7174562709191,30.7174562709191
"quadratic model",131.806251795732,139.806251795732,2.74599816312515,10.7459981631252
"logistic model",NA,NA,6.16034031868515,14.1603403186852
"gompertz model",127.899913307445,142.899913307445,6.9312892761792,21.9312892761792
