"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",205.081241662271,207.747908328937,36.7941239778528,39.4607906445194
"quadratic model",206.112658181831,211.112658181831,37.8701328270149,42.8701328270149
"logistic model",NA,NA,18.1730182500859,23.1730182500859
"gompertz model",204.359369144396,212.930797715824,19.381768889494,27.9531974609225
