"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",114.988233998488,126.988233998488,10.213411846636,22.213411846636
"quadratic model",103.278414212151,143.278414212151,12.131387622662,52.131387622662
"logistic model",NA,NA,11.5596384663759,51.5596384663759
"gompertz model",103.58241846908,Inf,8.83976450410144,Inf
