"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",978.876252572247,979.329082760926,146.374971466503,146.827801655182
"quadratic model",977.269212737915,978.038443507146,145.446178871183,146.215409640413
"logistic model",NA,NA,145.776891348042,146.546122117273
"gompertz model",966.021781055053,967.198251643288,123.265573279782,124.442043868017
