"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",187.429895755818,190.096562422485,30.0816592693871,32.7483259360537
"quadratic model",177.852386443884,182.852386443884,26.9146420676026,31.9146420676026
"logistic model",NA,NA,12.0119177135274,17.0119177135274
"gompertz model",165.467241542412,174.03867011384,4.89792906279263,13.4693576342212
