"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",102.18162620683,110.18162620683,24.0819181222058,32.0819181222058
"quadratic model",92.6365303186638,112.636530318664,17.3022139845929,37.3022139845929
"logistic model",NA,NA,1.36301436785961,21.3630143678596
"gompertz model",35.738436541839,95.738436541839,8.45785607952829,68.4578560795283
