"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",-18.4037304357762,-17.4806535126993,81.6466565505208,82.5697334735977
"quadratic model",-75.5929688156776,-73.9929688156776,44.5742023351058,46.1742023351058
"logistic model",-15.9801602848771,-14.3801602848771,38.461644878412,40.061644878412
"gompertz model",-49.2308360099556,-46.7308360099556,85.5425844255643,88.0425844255643
