"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",-5.88553460714575,-3.70371642532757,41.8513578254626,44.0331760072808
"quadratic model",-55.4383941332066,-51.4383941332066,30.8794999795737,34.8794999795738
"logistic model",-31.4785417238523,-27.4785417238523,-5.86944070263873,-1.86944070263873
"gompertz model",-30.3129473347393,-23.6462806680726,3.71686209472576,10.3835287613924
