"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",121.526648520154,126.326648520154,18.7708884109252,23.5708884109252
"quadratic model",100.703896210295,110.703896210295,16.6338179213633,26.6338179213633
"logistic model",NA,NA,10.8318142654686,20.8318142654686
"gompertz model",98.0673984564677,118.067398456468,9.2575571459494,29.2575571459494
