"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",108.558212056139,114.558212056139,6.36611998999926,12.3661199899993
"quadratic model",95.1197721394557,108.453105472789,7.32223470147416,20.6555680348075
"logistic model",NA,NA,4.55294932906759,17.8862826624009
"gompertz model",70.2166203238027,100.216620323803,2.63775603022076,32.6377560302208
