"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",108.111141559219,120.111141559219,13.5260131156825,25.5260131156825
"quadratic model",109.044064201052,149.044064201052,-1.09847775683823,38.9015222431618
"logistic model",NA,NA,-0.42267038838602,39.577329611614
"gompertz model",106.503438784817,Inf,-0.160498157592835,Inf
