"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",106.355177970538,111.155177970538,34.4159300337637,39.2159300337637
"quadratic model",107.312845993736,117.312845993736,31.9644884007098,41.9644884007098
"logistic model",97.3652148168351,107.365214816835,29.1583730995634,39.1583730995634
"gompertz model",99.4038676096629,119.403867609663,29.3121425821491,49.3121425821491
