"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",-74.8088024901812,-73.3970377842989,24.6082453330864,26.0200100389688
"quadratic model",-87.0172087311545,-84.5172087311545,10.6564252234026,13.1564252234026
"logistic model",-72.676970954701,-70.176970954701,5.74141789799991,8.24141789799991
"gompertz model",-84.4479461667319,-80.4479461667319,3.49751367504825,7.49751367504825
