"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",88.4719826581455,100.471982658146,20.1928997356238,32.1928997356238
"quadratic model",90.3050046580387,130.305004658039,6.56449175471435,46.5644917547143
"logistic model",NA,NA,4.32127555875536,44.3212755587554
"gompertz model",87.9030642236859,Inf,3.69414130459708,Inf
