"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",699.13050087308,701.13050087308,63.7880018516444,65.7880018516444
"quadratic model",667.879934684341,671.516298320704,37.0901056093609,40.7264692457246
"logistic model",NA,NA,29.0445033074119,32.6808669437755
"gompertz model",658.553814231219,664.553814231219,32.8534341489632,38.8534341489632
