"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",90.28876410628,114.28876410628,13.7424710858853,37.7424710858853
"quadratic model",83.7684125201974,Inf,6.76635811592332,Inf
"logistic model",NA,NA,4.11535496424279,Inf
"gompertz model",60.7143553632856,0.714355363285641,-27.4352051684653,-87.4352051684653
