"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",159.572500643049,162.572500643049,34.1676885081724,37.1676885081724
"quadratic model",141.376438338987,147.090724053272,25.3194709071633,31.0337566214491
"logistic model",NA,NA,10.0084141527197,15.7226998670054
"gompertz model",134.41450258336,144.41450258336,2.66653079865528,12.6665307986553
