"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",197.18933937731,198.78933937731,36.0861671342463,37.6861671342463
"quadratic model",182.255797998264,185.112940855407,4.82016789700423,7.67731075414708
"logistic model",NA,NA,-8.20759352656902,-5.35045066942616
"gompertz model",174.317138688998,178.932523304383,-8.09932943544802,-3.4839448200634
