"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",67.8460654638879,91.8460654638879,17.1582255159244,41.1582255159244
"quadratic model",62.0716936755031,Inf,17.5382936249358,Inf
"logistic model",NA,NA,5.00723070664651,Inf
"gompertz model",-7.52292473814774,-67.5229247381477,4.44790305776047,-55.5520969422395
