"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",190.437013687722,193.103680354388,31.799722137564,34.4663888042306
"quadratic model",186.391350933077,191.391350933077,9.73428893644569,14.7342889364457
"logistic model",NA,NA,8.93893147271768,13.9389314727177
"gompertz model",173.497151204506,182.068579775935,9.59304153034785,18.1644701017764
