"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",-152.834945162185,-151.834945162185,13.2915583600708,14.2915583600708
"quadratic model",-172.657455613289,-170.918325178506,-45.8250705817685,-44.0859401469859
"logistic model",-104.763811298688,-103.024680863905,-81.05489093572,-79.3157605009374
"gompertz model",-190.198504981743,-187.47123225447,-74.3900516350068,-71.6627789077341
