"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",-69.103219261874,-67.6914545559917,9.94518103516054,11.3569457410429
"quadratic model",-78.7882214412179,-76.2882214412179,-0.118327008005002,2.381672991995
"logistic model",-90.3616940114234,-87.8616940114234,-19.1349465625954,-16.6349465625954
"gompertz model",-89.6720771560831,-85.6720771560831,-23.0478659123053,-19.0478659123053
