"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",-40.9255679978542,-38.743749816036,48.2713381493252,50.4531563311434
"quadratic model",-72.6286638966717,-68.6286638966717,44.0265574754065,48.0265574754065
"logistic model",-29.67520776858,-25.67520776858,-3.8280134460594,0.171986553940599
"gompertz model",-66.6708352920634,-60.0041686253968,26.6494495274812,33.3161161941478
