"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",221.940882927391,224.340882927391,39.4563715957805,41.8563715957805
"quadratic model",220.993569169834,225.438013614279,40.9305602199823,45.3750046644268
"logistic model",NA,NA,12.9838276355709,17.4282720800153
"gompertz model",215.967745986803,223.467745986803,13.7074320923558,21.2074320923558
