"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",87.1039315114926,99.1039315114926,27.143660637568,39.1436606375679
"quadratic model",86.1867624970638,126.186762497064,19.1174688044737,59.1174688044737
"logistic model",NA,NA,3.75880631323305,43.7588063132331
"gompertz model",70.6361546864755,Inf,1.8057972406088,Inf
