"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",111.318205900371,123.318205900371,16.3946604274804,28.3946604274804
"quadratic model",112.851949697803,152.851949697803,8.05868615449089,48.0586861544909
"logistic model",NA,NA,7.28648411610238,47.2864841161024
"gompertz model",71.9014795591008,Inf,-5.85871567249826,Inf
