"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",-9.5323277293982,-7.35050954758002,40.5973319705219,42.7791501523401
"quadratic model",-23.0945769930845,-19.0945769930845,17.059533745672,21.059533745672
"logistic model",-16.7819062669422,-12.7819062669422,5.3580602129266,9.3580602129266
"gompertz model",-14.5097738074232,-7.84310714075651,37.3343589153035,44.0010255819702
