"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",97.3102345586849,101.310234558685,28.205131677945,32.205131677945
"quadratic model",98.0754043661983,106.075404366198,27.8549283946002,35.8549283946002
"logistic model",82.8426479394541,90.8426479394541,13.4033366561403,21.4033366561403
"gompertz model",80.0650232487312,95.0650232487312,-15.3404911781565,-0.340491178156487
