"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",-53.4132821464339,-52.1501242516971,56.6454855197929,57.9086434145298
"quadratic model",-78.6303050314647,-76.4080828092425,42.0359300340234,44.2581522562456
"logistic model",-48.9405743762438,-46.7183521540216,-41.059256383651,-38.8370341614288
"gompertz model",-120.500168464614,-116.970756699909,18.7856122579828,22.3150240226887
