"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",57.9382931332099,81.9382931332099,18.7392274096478,42.7392274096478
"quadratic model",59.938292061945,Inf,5.09733050091779,Inf
"logistic model",NA,NA,-0.495728121146479,Inf
"gompertz model",46.6817252425937,-13.3182747574063,-12.8639175604663,-72.8639175604663
