"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",771.194159102886,772.908444817172,71.5983269533647,73.3126126676505
"quadratic model",758.072189154711,761.149112231634,47.56494965203,50.6418727289531
"logistic model",NA,NA,34.8347669426514,37.9116900195745
"gompertz model",755.928250471504,760.928250471504,38.9157391039602,43.9157391039602
