"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",113.787170442685,118.587170442685,10.8026485151798,15.6026485151798
"quadratic model",106.927979065524,116.927979065524,12.7943949570625,22.7943949570625
"logistic model",NA,NA,2.57133656163579,12.5713365616358
"gompertz model",80.3719434267131,100.371943426713,4.48365541584364,24.4836554158436
