"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",73.7581310847698,85.7581310847698,-2.49846509994316,9.50153490005684
"quadratic model",63.3807678771793,103.380767877179,-0.664938228859683,39.3350617711403
"logistic model",NA,NA,-1.06063806841452,38.9393619315855
"gompertz model",61.709755720251,Inf,-1.61415946709086,Inf
