"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",1017.86438058816,1018.34438058816,129.569837912709,130.049837912709
"quadratic model",992.193542233316,993.009868763928,91.6504208185111,92.4667473491233
"logistic model",NA,NA,86.8696049462236,87.6859314768359
"gompertz model",NA,NA,64.4240030237654,65.6740030237654
