"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",-33.8476113417588,-31.1809446750921,35.1691160311779,37.8357826978446
"quadratic model",-51.9049038674354,-46.9049038674354,24.8777731207924,29.8777731207924
"logistic model",-26.9809968114029,-21.9809968114029,-4.21707832651808,0.782921673481923
"gompertz model",-68.0867870558437,-59.5153584844151,-10.3579471674672,-1.78651859603864
