"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",684.36612613036,686.36612613036,57.2268961789733,59.2268961789733
"quadratic model",660.688689011383,664.325052647746,46.6882271781475,50.3245908145112
"logistic model",NA,NA,35.3733061015294,39.0096697378931
"gompertz model",619.248014760312,625.248014760312,38.9132447588656,44.9132447588656
