"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",143.024147618913,147.824147618913,19.5314879471638,24.3314879471638
"quadratic model",123.61180672239,133.61180672239,20.0030483092292,30.0030483092292
"logistic model",NA,NA,12.7582137350963,22.7582137350963
"gompertz model",100.374696633726,120.374696633726,10.1506330432902,30.1506330432902
