"","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"linear model",201.952377165678,205.380948594249,34.9168884464847,38.3454598750561
"quadratic model",199.226727291547,205.893393958213,36.870901242351,43.5375679090176
"logistic model",NA,NA,53.5693371855302,60.2360038521968
"gompertz model",NA,NA,13.7796831779405,25.7796831779405
