XCoord,YCoord,A,P
0.00675000,53.69862500,918.894675,121.698193
0.00637500,53.69837500,459.450041,88.674134
0.00675000,53.69837500,918.900080,121.698582
0.01537500,53.52412500,1383.995900,155.130122
0.01412500,53.52387500,461.334664,88.808938
0.02200000,53.52387500,922.669328,121.969822
0.01387500,53.52362500,461.337361,88.809131
0.01412500,53.52362500,461.337361,88.809131
0.01437500,53.52362500,461.337361,88.809131
0.02162500,53.52362500,461.337361,88.809131
0.01387500,53.52337500,461.340058,88.809324
0.01412500,53.52337500,461.340057,88.809324
0.01437500,53.52337500,461.340058,88.809324
0.03487500,53.52037500,461.372419,88.811638
0.03512500,53.52037500,461.372419,88.811638
0.03537500,53.52037500,461.372418,88.811638
0.03562500,53.52037500,461.372419,88.811638
0.03487500,53.52012500,461.375116,88.811831
0.03512500,53.52012500,461.375116,88.811831
0.03537500,53.52012500,461.375115,88.811831
0.03562500,53.52012500,461.375116,88.811831
0.03625000,53.52012500,922.750231,121.975644
0.03487500,53.51987500,461.377813,88.812024
0.03512500,53.51987500,461.377813,88.812024
0.03537500,53.51987500,461.377812,88.812024
0.03562500,53.51987500,461.377813,88.812024
0.03587500,53.51987500,461.377812,88.812024
0.03625000,53.51987500,922.755625,121.976032
0.03662500,53.51987500,461.377812,88.812024
0.03687500,53.51987500,461.377813,88.812024
0.03712500,53.51987500,461.377812,88.812024
0.03512500,53.51962500,461.380509,88.812217
0.03537500,53.51962500,461.380508,88.812217
0.03562500,53.51962500,461.380509,88.812217
0.03587500,53.51962500,461.380508,88.812217
0.03625000,53.51962500,922.761017,121.976420
0.03662500,53.51962500,461.380508,88.812217
0.03687500,53.51962500,461.380509,88.812217
0.03712500,53.51962500,461.380508,88.812217
0.03737500,53.51962500,461.380509,88.812217
0.03762500,53.51962500,461.380508,88.812217
0.03787500,53.51962500,461.380509,88.812217
0.03812500,53.51962500,461.380508,88.812217
0.03537500,53.51937500,461.383205,88.812410
0.03562500,53.51937500,461.383206,88.812410
0.03587500,53.51937500,461.383205,88.812410
0.03625000,53.51937500,922.766411,121.976808
0.03662500,53.51937500,461.383205,88.812410
0.03687500,53.51937500,461.383206,88.812410
0.03712500,53.51937500,461.383205,88.812410
0.03737500,53.51937500,461.383206,88.812410
0.03762500,53.51937500,461.383205,88.812410
0.03787500,53.51937500,461.383206,88.812410
0.03812500,53.51937500,461.383205,88.812410
0.03875000,53.51937500,922.766411,121.976808
0.03512500,53.51925000,922.769108,144.460517
0.03537500,53.51912500,461.385902,88.812603
0.03612500,53.51912500,1384.157706,155.141790
0.03662500,53.51912500,461.385902,88.812603
0.03687500,53.51912500,461.385902,88.812603
0.03712500,53.51912500,461.385902,88.812603
0.03787500,53.51912500,461.385902,88.812603
0.03812500,53.51912500,461.385902,88.812603
0.03845833,53.51920833,1384.155010,177.625111
0.03887500,53.51912500,461.385902,88.812603
0.03437500,53.51887500,461.388599,88.812796
0.03475000,53.51900000,1845.549003,177.625399
0.03512500,53.51887500,461.388599,88.812796
0.03612500,53.51887500,1384.165797,155.142373
0.03662500,53.51887500,461.388599,88.812796
0.03687500,53.51887500,461.388599,88.812796
0.03712500,53.51887500,461.388599,88.812796
0.03750000,53.51900000,1845.549003,177.625399
0.03800000,53.51887500,922.777198,121.977584
0.03837500,53.51887500,461.388599,88.812796
0.03537500,53.51862500,461.391295,88.812989
0.03612500,53.51862500,1384.173886,155.142956
0.03675000,53.51862500,922.782591,121.977973
0.03712500,53.51862500,461.391295,88.812989
0.03750000,53.51862500,922.782591,121.977973
0.03800000,53.51862500,922.782591,121.977973
0.03837500,53.51862500,461.391295,88.812989
0.03875000,53.51862500,922.782591,121.977973
0.03512500,53.51825000,922.790681,144.461279
0.03562500,53.51825000,922.790681,144.461279
0.03612500,53.51825000,2768.372043,210.791833
0.03675000,53.51825000,1845.581362,177.626556
0.03712500,53.51825000,922.790681,144.461279
0.03750000,53.51825000,1845.581363,177.626556
0.03862500,53.51825000,2768.372043,210.791833
0.03675000,53.51787500,922.798771,121.979137
0.03712500,53.51787500,461.399385,88.813567
0.03750000,53.51787500,922.798772,121.979137
0.03800000,53.51812500,2768.380133,233.274749
0.03837500,53.51787500,461.399385,88.813567
0.03875000,53.51787500,922.798771,121.979137
0.03925000,53.51787500,922.798771,121.979137
0.03662500,53.51762500,461.402082,88.813760
0.03687500,53.51762500,461.402082,88.813760
0.03712500,53.51762500,461.402082,88.813760
0.03750000,53.51762500,922.804165,121.979525
0.03787500,53.51762500,461.402082,88.813760
0.03825000,53.51762500,922.804164,121.979525
0.03875000,53.51762500,922.804165,121.979525
0.03925000,53.51762500,922.804165,121.979525
0.03662500,53.51737500,461.404778,88.813953
0.03687500,53.51737500,461.404779,88.813953
0.03712500,53.51737500,461.404778,88.813953
0.03737500,53.51737500,461.404779,88.813953
0.03762500,53.51737500,461.404778,88.813953
0.03787500,53.51737500,461.404779,88.813953
0.03812500,53.51737500,461.404778,88.813953
0.03837500,53.51737500,461.404778,88.813953
0.03862500,53.51737500,461.404779,88.813953
0.03887500,53.51737500,461.404778,88.813953
0.03912500,53.51737500,461.404779,88.813953
0.03687500,53.51712500,461.407476,88.814146
0.03712500,53.51712500,461.407475,88.814146
0.03737500,53.51712500,461.407476,88.814146
0.03762500,53.51712500,461.407475,88.814146
0.03787500,53.51712500,461.407476,88.814146
0.03812500,53.51712500,461.407475,88.814146
0.03837500,53.51712500,461.407475,88.814146
0.03862500,53.51712500,461.407476,88.814146
0.03887500,53.51712500,461.407475,88.814146
0.03912500,53.51712500,461.407476,88.814146
0.03937500,53.51712500,461.407475,88.814146
0.03687500,53.51687500,461.410172,88.814339
0.03712500,53.51687500,461.410172,88.814339
0.03737500,53.51687500,461.410172,88.814339
0.03762500,53.51687500,461.410172,88.814339
0.03787500,53.51687500,461.410172,88.814339
0.03812500,53.51687500,461.410172,88.814339
0.03837500,53.51687500,461.410172,88.814339
0.03862500,53.51687500,461.410172,88.814339
0.03887500,53.51687500,461.410172,88.814339
0.03912500,53.51687500,461.410172,88.814339
0.03937500,53.51687500,461.410172,88.814339
0.03975000,53.51687500,922.820344,121.980689
0.03787500,53.51662500,461.412869,88.814532
0.03812500,53.51662500,461.412868,88.814532
0.03912500,53.51662500,461.412869,88.814532
0.03937500,53.51662500,461.412868,88.814532
0.03975000,53.51662500,922.825738,121.981078
0.04012500,53.51662500,461.412869,88.814532
0.03837500,53.51637500,461.415565,88.814725
0.03862500,53.51637500,461.415565,88.814725
0.03900000,53.51637500,922.831130,121.981466
0.03937500,53.51637500,461.415565,88.814725
0.03975000,53.51637500,922.831130,121.981466
0.04012500,53.51637500,461.415565,88.814725
0.04037500,53.51637500,461.415565,88.814725
0.04062500,53.51637500,461.415565,88.814725
0.03900000,53.51612500,922.836524,121.981854
0.03937500,53.51612500,461.418262,88.814918
0.03975000,53.51612500,922.836524,121.981854
0.04050000,53.51612500,922.836523,121.981854
0.04087500,53.51612500,461.418262,88.814918
0.04112500,53.51612500,461.418262,88.814918
0.03937500,53.51587500,461.420958,88.815110
0.04012500,53.51600000,922.839220,144.462994
0.04112500,53.51587500,461.420958,88.815110
0.04137500,53.51587500,461.420958,88.815110
0.04012500,53.51562500,461.423655,88.815303
0.04050000,53.51562500,922.847309,121.982630
0.04175000,53.51562500,922.847310,121.982630
0.04100000,53.51537500,922.852703,121.983018
0.04137500,53.51512500,461.429048,88.815689
0.04175000,53.51475000,1845.732371,177.631957
0.04212500,53.51475000,922.866185,144.463947
0.04237500,53.51437500,461.437138,88.816268
0.04260673,53.51437500,295.499031,78.606127
0.04326308,53.51413965,622.662758,113.987014
0.07712500,53.50487500,461.539598,88.823597
0.08380630,53.50212500,536.429173,109.807510
0.08161987,53.50188005,315.933091,85.140555
0.08425000,53.50188379,643.676377,117.575593
0.08612500,53.50137500,461.577343,88.826297
0.08587500,53.50100000,923.162773,144.474426
0.08612500,53.50100000,923.162774,144.474426
0.08637500,53.50100000,923.162774,144.474426
0.08662500,53.50100000,923.162773,144.474426
0.08687500,53.50100000,923.162774,144.474426
0.08712500,53.50100000,923.162773,144.474426
0.08562500,53.50062500,461.585431,88.826875
0.08587500,53.50062500,461.585430,88.826875
0.08612500,53.50062500,461.585431,88.826875
0.08637500,53.50062500,461.585431,88.826875
0.08687500,53.50062500,461.585431,88.826875
0.08712500,53.50062500,461.585430,88.826875
0.08737500,53.50087500,1384.748203,200.122359
0.08762500,53.50062500,461.585431,88.826875
0.08787500,53.50062500,461.585431,88.826875
0.08562500,53.50037500,461.588127,88.827068
0.08587500,53.50037500,461.588127,88.827068
0.08612500,53.50037500,461.588127,88.827068
0.08662500,53.50043750,1846.349811,210.833275
0.08712500,53.50037500,461.588127,88.827068
0.08737500,53.50037500,461.588127,88.827068
0.08762500,53.50037500,461.588127,88.827068
0.08787500,53.50037500,461.588127,88.827068
0.08587500,53.50012500,461.590822,88.827261
0.08625000,53.50012500,923.181645,122.006690
0.08662500,53.50012500,461.590822,88.827261
0.08687500,53.50012500,461.590823,88.827261
0.08712500,53.50012500,461.590822,88.827261
0.08737500,53.50012500,461.590822,88.827261
0.08775000,53.50012500,923.181645,122.006690
0.08825000,53.50025000,1846.357898,177.654329
0.08862500,53.50012500,461.590823,88.827261
0.08887500,53.50012500,461.590822,88.827261
0.08912500,53.50012500,461.590823,88.827261
0.08550000,53.49987500,923.187038,122.007078
0.08587500,53.49987500,461.593519,88.827454
0.08612500,53.49987500,461.593519,88.827454
0.08637500,53.49987500,461.593519,88.827454
0.08675000,53.49987500,923.187037,122.007078
0.08712500,53.49987500,461.593518,88.827454
0.08737500,53.49987500,461.593518,88.827454
0.08762500,53.49987500,461.593519,88.827454
0.08812500,53.49987500,1384.780556,155.186703
0.08875000,53.49987500,923.187037,122.007078
0.08912500,53.49987500,461.593519,88.827454
0.08937500,53.49987500,461.593518,88.827454
0.08962500,53.49987500,461.593518,88.827454
0.08550000,53.49962500,923.192429,122.007466
0.08612500,53.49962500,461.596214,88.827646
0.08637500,53.49962500,461.596214,88.827646
0.08675000,53.49962500,923.192428,122.007466
0.08712500,53.49962500,461.596214,88.827646
