XCoord,YCoord,A,P
-0.20962500,51.43662500,483.526738,90.396704
-0.20937500,51.43662500,483.526738,90.396704
-0.20900000,51.43662500,967.053475,125.165096
-0.20862500,51.43662500,483.526738,90.396704
-0.20837500,51.43662500,483.526738,90.396704
-0.20712500,51.43662500,483.526738,90.396704
-0.20662500,51.43662500,483.526738,90.396704
-0.20637500,51.43662500,483.526738,90.396704
-0.20612500,51.43662500,483.526738,90.396704
-0.20575000,51.43662500,967.053475,125.165096
-0.20900000,51.43637500,967.058712,125.165473
-0.20862500,51.43637500,483.529356,90.396891
-0.20837500,51.43637500,483.529356,90.396891
-0.20780632,51.43637500,561.913998,113.276715
-0.20712500,51.43639327,309.646511,90.721916
-0.20637500,51.43637500,483.529356,90.396891
-0.20575000,51.43637500,967.058712,125.165473
-0.20537500,51.43637500,483.529356,90.396891
-0.20837500,51.43612500,483.531975,90.397079
-0.20812500,51.43637500,1450.588068,201.653511
-0.20731127,51.43635517,6381.382451,544.726661
-0.20662500,51.43612500,483.531975,90.397079
-0.20637500,51.43612500,483.531975,90.397079
-0.20612500,51.43625000,967.061331,146.025294
-0.20575000,51.43612500,967.063949,125.165850
-0.20537500,51.43612500,483.531975,90.397079
-0.20512500,51.43612500,483.531975,90.397079
-0.20837500,51.43587500,483.534593,90.397266
-0.20812500,51.43587500,483.534593,90.397266
-0.20712500,51.43587500,483.534593,90.397266
-0.20687500,51.43587500,483.534593,90.397266
-0.20662500,51.43587500,483.534593,90.397266
-0.20637500,51.43587500,483.534594,90.397266
-0.20612500,51.43587500,483.534593,90.397266
-0.20575000,51.43587500,967.069187,125.166227
-0.20537500,51.43587500,483.534593,90.397266
-0.20512500,51.43587500,483.534593,90.397266
-0.20812500,51.43562500,483.537212,90.397453
-0.20775000,51.43575000,1934.143610,180.794720
-0.20729167,51.43570833,1450.609017,180.794815
-0.20687500,51.43562500,483.537212,90.397453
-0.20650000,51.43562500,967.074424,125.166604
-0.20612500,51.43562500,483.537212,90.397453
-0.20575000,51.43562500,967.074423,125.166604
-0.20537500,51.43562500,483.537212,90.397453
-0.20812500,51.43537500,483.539831,90.397641
-0.20737500,51.43537500,483.539831,90.397641
-0.20712500,51.43537500,483.539831,90.397641
-0.20687500,51.43537500,483.539831,90.397641
-0.20812500,51.43512500,483.542449,90.397828
-0.20760677,51.43512500,309.769381,80.332643
-0.20737500,51.43512500,483.542449,90.397828
-0.20712500,51.43512500,483.542449,90.397828
-0.20812500,51.43487500,483.545068,90.398016
-0.20776712,51.43512500,2591.485315,261.128300
-0.20725000,51.43487500,967.090136,125.167736
-0.20850000,51.43462500,967.095373,125.168113
-0.20812500,51.43462500,483.547686,90.398203
-0.20775000,51.43462500,967.095373,125.168113
-0.20850000,51.43425000,1934.206459,180.796968
-0.20812500,51.43425000,967.103229,146.026774
-0.20775000,51.43425000,1934.206459,180.796968
-0.20812500,51.43387500,483.555542,90.398765
-0.20787500,51.43387500,483.555542,90.398765
-0.43087500,51.43237500,483.571254,90.399890
-0.43062500,51.43237500,483.571254,90.399890
-0.43025000,51.43237500,967.142507,125.171508
-0.42987500,51.43237500,483.571254,90.399890
-0.42962500,51.43237500,483.571254,90.399890
-0.43087500,51.43212500,483.573873,90.400077
-0.43062500,51.43212500,483.573873,90.400077
-0.43025000,51.43212500,967.147745,125.171885
-0.42987500,51.43212500,483.573873,90.400077
-0.13937500,51.43212500,483.573873,90.400077
-0.13912500,51.43212500,483.573873,90.400077
-0.13925000,51.43188373,674.690757,119.818314
-0.51187500,51.43062500,483.589583,90.401201
-0.51162500,51.43062500,483.589583,90.401201
-0.51137500,51.43062500,483.589583,90.401201
