XCoord,YCoord,A,P
-0.03087500,50.98787500,488.211850,90.732008
-0.03062500,50.98787500,488.211850,90.732008
-0.03110677,50.98762500,312.762383,80.697921
-0.03087500,50.98762500,488.214451,90.732195
-0.03062500,50.98762500,488.214451,90.732195
-0.03037500,50.98762500,488.214451,90.732195
-0.03087500,50.98737500,488.217053,90.732381
-0.03062500,50.98737500,488.217053,90.732381
-0.03037500,50.98737500,488.217053,90.732381
-0.03037500,50.98712500,488.219654,90.732567
-0.03012500,50.98712500,488.219654,90.732567
-0.03012500,50.98687500,488.222256,90.732753
-0.02987500,50.98687500,488.222256,90.732753
-0.02987500,50.98662500,488.224857,90.732939
-0.02950000,50.98662500,976.449714,125.841868
-0.02950000,50.98637500,976.454917,125.842243
-0.02912500,50.98614327,312.653063,90.926672
-0.20100000,50.98500000,1952.967064,181.468299
-0.20062500,50.98500000,976.483532,146.358144
-0.16425000,50.97862500,976.616195,125.853860
-0.16375000,50.97862500,976.616195,125.853860
-0.16325000,50.97862500,976.616195,125.853860
-0.16287500,50.97862500,488.308097,90.738897
-0.16255632,50.97862500,567.467418,114.035457
-0.16512500,50.97837500,488.310698,90.739083
-0.16475000,50.97837500,976.621397,125.854235
-0.16425000,50.97837500,976.621396,125.854235
-0.16387500,50.97837500,488.310698,90.739083
-0.16362500,50.97837500,488.310698,90.739083
-0.16325000,50.97837500,976.621396,125.854235
-0.16287500,50.97837500,488.310698,90.739083
-0.16512500,50.97800000,976.629200,146.363290
-0.16475000,50.97800000,1953.258400,181.478725
-0.16425000,50.97800000,1953.258400,181.478725
-0.16387500,50.97800000,976.629200,146.363290
-0.16362500,50.97800000,976.629200,146.363290
-0.16562500,50.97762500,488.318502,90.739642
-0.16537500,50.97762500,488.318501,90.739642
-0.16512500,50.97762500,488.318502,90.739642
-0.16487500,50.97762500,488.318502,90.739642
-0.16462500,50.97762500,488.318502,90.739642
-0.16425000,50.97762500,976.637003,125.855359
-0.16387500,50.97762500,488.318502,90.739642
-0.16362500,50.97762500,488.318502,90.739642
-0.16562500,50.97737500,488.321102,90.739828
-0.16537500,50.97737500,488.321102,90.739828
-0.16512500,50.97737500,488.321102,90.739828
-0.16487500,50.97737500,488.321102,90.739828
-0.16462500,50.97737500,488.321103,90.739828
-0.16425000,50.97737500,976.642205,125.855734
-0.16487500,50.97712500,488.323704,90.740014
-0.16462500,50.97712500,488.323704,90.740014
-0.36787500,50.97512500,1465.033535,160.976709
-0.36737500,50.97512500,488.344512,90.741503
-0.36705632,50.97512500,567.509735,114.041242
-0.12088005,50.97513013,334.255617,86.701175
-0.36838005,50.97486987,334.257470,86.701284
-0.06162500,50.97337500,488.362718,90.742806
-0.06235677,50.97312500,312.859033,80.709734
