XCoord,YCoord,A,P
-2.03737500,55.76287500,1310.461663,149.830132
-2.03675000,55.76287500,873.641109,118.443007
-2.03637500,55.76287500,436.820554,87.055881
-2.03600000,55.76287500,873.641109,118.443007
-2.03737500,55.76262500,1310.469992,149.830732
-2.03687500,55.76262500,436.823331,87.056080
-2.03650000,55.76262500,873.646661,118.443406
-2.03600000,55.76262500,873.646661,118.443406
-2.03687500,55.76237500,436.826108,87.056278
-2.03650000,55.76237500,873.652216,118.443805
-2.03800000,55.76212500,873.657769,118.444205
-2.03737500,55.76225000,2620.964978,205.500382
-2.03687500,55.76212500,436.828884,87.056477
-2.03800000,55.76187500,873.663323,118.444604
-2.03737500,55.76187500,1310.494984,149.832533
-2.03687500,55.76187500,436.831661,87.056675
-2.03850000,55.76162500,873.668876,118.445003
-2.03800000,55.76162500,873.668876,118.445003
-2.03737500,55.76162500,1310.503314,149.833133
-2.03687500,55.76162500,436.834438,87.056874
-2.03825000,55.76125000,3494.708826,236.891204
-2.03737500,55.76125000,2621.031620,205.502774
-2.03900000,55.76087500,873.685537,118.446201
-2.03850000,55.76087500,873.685537,118.446201
-2.03800000,55.76087500,873.685537,118.446201
-2.03737500,55.76087500,1310.528306,149.834933
-2.03937500,55.76062500,436.845545,87.057668
-2.03900000,55.76062500,873.691091,118.446601
-2.03850000,55.76062500,873.691091,118.446601
-2.03800000,55.76062500,873.691091,118.446601
-2.03975000,55.76037500,873.696644,118.447000
-2.03937500,55.76037500,436.848322,87.057866
-2.03900000,55.76037500,873.696644,118.447000
-2.03850000,55.76037500,873.696644,118.447000
-2.04225000,55.76012500,873.702198,118.447399
-2.04175000,55.76012500,873.702198,118.447399
-2.04137500,55.76012500,436.851099,87.058065
-2.04087500,55.76012500,1310.553297,149.836734
-2.04025000,55.76012500,873.702198,118.447399
-2.03962500,55.76012500,1310.553297,149.836734
-2.03900000,55.76012500,873.702198,118.447399
-2.04648682,55.75988959,589.484092,110.739691
-2.04225000,55.75987500,873.707751,118.447799
-2.04187500,55.75987500,436.853875,87.058263
-2.04162500,55.75987500,436.853875,87.058263
-2.04137500,55.75987500,436.853875,87.058263
-2.04087500,55.75987500,1310.561626,149.837334
-2.03987500,55.75987500,2184.269377,212.616404
-2.03900000,55.75987500,873.707751,118.447799
-2.04562500,55.75962500,436.856652,87.058462
-2.04275000,55.75962500,873.713305,118.448198
-2.04225000,55.75962500,873.713305,118.448198
-2.04187500,55.75962500,436.856652,87.058462
-2.04162500,55.75962500,436.856652,87.058462
-2.04137500,55.75962500,436.856652,87.058462
-2.04087500,55.75962500,1310.569957,149.837934
-2.04025000,55.75962500,873.713305,118.448198
-2.03975000,55.75962500,873.713305,118.448198
-2.03937500,55.75962500,436.856652,87.058462
-2.06200000,55.75937500,873.718857,118.448597
-2.06137500,55.75937500,1310.578286,149.838534
-2.06087500,55.75937500,436.859429,87.058660
-2.04525000,55.75937500,873.718857,118.448597
-2.04475000,55.75937500,873.718857,118.448597
-2.04412500,55.75937500,1310.578286,149.838534
-2.04362500,55.75937500,436.859429,87.058660
-2.04325000,55.75937500,873.718857,118.448597
-2.04275000,55.75937500,873.718857,118.448597
-2.04225000,55.75937500,873.718857,118.448597
-2.04187500,55.75937500,436.859429,87.058660
-2.04162500,55.75937500,436.859429,87.058660
-2.04137500,55.75937500,436.859429,87.058660
-2.04087500,55.75937500,1310.578286,149.838534
-2.04025000,55.75937500,873.718857,118.448597
-2.06250000,55.75912500,873.724411,118.448997
-2.06200000,55.75912500,873.724412,118.448997
-2.06137500,55.75912500,1310.586617,149.839134
-2.06087500,55.75912500,436.862206,87.058859
-2.06000000,55.75912500,873.724412,118.448997
-2.05950000,55.75912500,873.724411,118.448997
-2.04575000,55.75912500,873.724411,118.448997
-2.04525000,55.75912500,873.724411,118.448997
-2.04475000,55.75912500,873.724411,118.448997
-2.04412500,55.75912500,1310.586617,149.839134
-2.04362500,55.75912500,436.862206,87.058859
-2.04325000,55.75912500,873.724411,118.448997
-2.04275000,55.75912500,873.724411,118.448997
-2.04225000,55.75912500,873.724411,118.448997
-2.04137500,55.75914327,279.761398,88.701278
-2.06325000,55.75887500,873.729964,118.449396
-2.06287500,55.75887500,436.864982,87.059058
-2.06250000,55.75887500,873.729964,118.449396
-2.06200000,55.75887500,873.729964,118.449396
-2.06137500,55.75887500,1310.594946,149.839734
-2.06087500,55.75887500,436.864982,87.059058
-2.06050000,55.75900000,1747.454376,174.117917
-2.06000000,55.75887500,873.729964,118.449396
-2.05950000,55.75887500,873.729964,118.449396
-2.05900000,55.75887500,873.729964,118.449396
-2.05862500,55.75887500,436.864982,87.059058
-2.04700000,55.75887500,873.729964,118.449396
-2.04650000,55.75887500,873.729964,118.449396
-2.04612500,55.75887500,436.864982,87.059058
-2.04550000,55.75887500,1747.459928,181.230072
-2.04475000,55.75887500,873.729964,118.449396
-2.04412500,55.75887500,1310.594946,149.839734
-2.04362500,55.75887500,436.864982,87.059058
-2.04325000,55.75887500,873.729964,118.449396
-2.06137500,55.75862500,1310.603277,149.840334
-2.06087500,55.75862500,436.867759,87.059256
-2.06050000,55.75862500,873.735518,118.449795
-2.06000000,55.75862500,873.735518,118.449795
-2.05950000,55.75862500,873.735518,118.449795
-2.05900000,55.75862500,873.735518,118.449795
-2.05862500,55.75862500,436.867759,87.059256
-2.05812500,55.75862500,1310.603277,149.840334
-2.05750000,55.75862500,873.735518,118.449795
-2.05700000,55.75862500,873.735518,118.449795
-2.04850000,55.75862500,873.735518,118.449795
-2.04812500,55.75862500,436.867759,87.059256
-2.04762500,55.75862500,1310.603277,149.840334
-2.04700000,55.75862500,873.735518,118.449795
-2.04650000,55.75862500,873.735518,118.449795
-2.04612500,55.75862500,436.867759,87.059256
-2.04575000,55.75862500,873.735518,118.449795
-2.04525000,55.75862500,873.735518,118.449795
-2.04475000,55.75862500,873.735518,118.449795
-2.04412500,55.75862500,1310.603277,149.840334
-2.05950000,55.75837500,873.741072,118.450194
-2.05912500,55.75837500,436.870536,87.059455
-2.05875000,55.75837500,873.741072,118.450194
-2.05812500,55.75837500,1310.611608,149.840934
-2.05750000,55.75837500,873.741072,118.450194
