XCoord,YCoord,A,P
-0.11575000,52.82812500,937.608685,123.045049
-0.11537500,52.82812500,468.804342,89.343282
-0.11512500,52.82812500,468.804342,89.343282
-0.11575000,52.82787500,937.614026,123.045433
-0.11537500,52.82787500,468.807013,89.343473
-0.14960677,52.82137500,300.373982,79.193060
-0.14939323,52.82137500,300.373982,79.193060
-0.05737500,52.81812500,468.911182,89.350925
-0.05700000,52.81812500,937.822363,123.060430
-0.05637500,52.81812500,468.911182,89.350925
-0.05700000,52.81787500,937.827704,123.060814
-0.05654167,52.81795833,1406.738886,178.702139
-0.05650000,52.81762500,937.833047,123.061199
-0.13301416,52.80789169,640.632420,115.525082
-0.13350000,52.80762500,938.046694,123.076578
-0.70360677,52.80562500,300.481767,79.206071
-0.70325000,52.80562500,938.089419,123.079653
-0.70287500,52.80562500,469.044710,89.360478
-0.70262500,52.80562500,469.044710,89.360478
-0.70237500,52.80562500,469.044710,89.360478
-0.70200000,52.80562500,938.089419,123.079653
-0.70287500,52.80537500,469.047380,89.360669
-0.70262500,52.80537500,469.047380,89.360669
-0.70237500,52.80537500,469.047380,89.360669
-0.70200000,52.80537500,938.094761,123.080038
-0.70162500,52.80537500,469.047380,89.360669
-0.70137500,52.80537500,469.047380,89.360669
-0.70162500,52.80512500,469.050050,89.360860
-0.70137500,52.80512500,469.050050,89.360860
-0.70112500,52.80512500,469.050050,89.360860
-0.70075000,52.80512500,938.100101,123.080422
-0.70037500,52.80512500,469.050050,89.360860
-0.70112500,52.80487500,469.052721,89.361051
-0.70037500,52.80487500,469.052721,89.361051
-0.70087500,52.80462500,469.055391,89.361242
-0.70062500,52.80462500,469.055391,89.361242
-0.95138005,52.79138013,321.152159,85.589132
-0.46712500,52.79037500,469.207583,89.372130
-0.46687500,52.79037500,469.207583,89.372130
-0.46650000,52.79037500,938.415166,123.103101
-0.46637500,52.79012500,469.210252,89.372321
-0.46612500,52.79012500,469.210252,89.372321
-0.46387500,52.78987500,469.212923,89.372512
-0.46362500,52.78987500,469.212923,89.372512
-0.46337500,52.78987500,469.212923,89.372512
-1.22975000,52.78962500,938.431185,123.104254
-1.22925000,52.78962500,938.431185,123.104254
-1.22887500,52.78962500,469.215592,89.372703
-0.46412500,52.78962500,469.215592,89.372703
-0.46387500,52.78962500,469.215592,89.372703
-0.46362500,52.78962500,469.215592,89.372703
-0.46312500,52.78962500,469.215592,89.372703
-0.46287500,52.78962500,469.215592,89.372703
-0.46262500,52.78962500,469.215593,89.372703
-0.46237500,52.78962500,469.215592,89.372703
-0.46212500,52.78962500,469.215592,89.372703
-0.46162500,52.78962500,1407.646777,156.835805
-0.46112500,52.78962500,469.215592,89.372703
-0.46087500,52.78962500,469.215592,89.372703
-1.22975000,52.78937500,938.436524,123.104639
-1.22925000,52.78937500,938.436524,123.104639
-1.22887500,52.78937500,469.218262,89.372894
-1.22837500,52.78937500,1407.654785,156.836383
-0.46412500,52.78937500,469.218262,89.372894
-0.46387500,52.78937500,469.218262,89.372894
-0.46337500,52.78950000,938.433854,145.013950
-0.46312500,52.78937500,469.218262,89.372894
-0.46287500,52.78937500,469.218262,89.372894
-0.46250000,52.78937500,938.436524,123.104639
-0.46212500,52.78937500,469.218262,89.372894
-0.46150000,52.78937500,938.436524,123.104639
-0.46112500,52.78937500,469.218262,89.372894
-0.46087500,52.78937500,469.218262,89.372894
-1.39162500,52.78900000,938.444533,145.014327
-1.22975000,52.78900000,1876.889066,178.746362
-1.22925000,52.78900000,1876.889066,178.746362
-1.22887500,52.78900000,938.444533,145.014327
-1.22837500,52.78900000,2815.333598,212.478396
-0.46312500,52.78900000,938.444533,145.014327
-0.46287500,52.78900000,938.444533,145.014327
-0.46262500,52.78900000,938.444533,145.014327
-0.46237500,52.78900000,938.444533,145.014327
-0.46197500,52.78907500,2346.107328,234.387415
-0.46150000,52.78900000,1876.889066,178.746362
-0.46087500,52.78900000,938.444533,145.014327
-1.39170836,52.78863511,675.472026,112.391331
-1.22975000,52.78862500,938.452543,123.105792
-1.22925000,52.78862500,938.452543,123.105792
-1.22887500,52.78862500,469.226271,89.373467
-1.22837500,52.78862500,1407.678814,156.838116
-0.46287500,52.78862500,469.226271,89.373467
-0.46262500,52.78862500,469.226271,89.373467
-0.46087500,52.78862500,469.226271,89.373467
-0.46062500,52.78862500,469.226271,89.373467
-1.39100000,52.78838373,654.669325,118.375233
-1.23012500,52.78837500,469.228941,89.373658
-0.46262500,52.78837500,469.228941,89.373658
-0.46229167,52.78845833,1407.684152,178.747222
-0.46187500,52.78837500,469.228941,89.373658
-0.46145000,52.78862500,4692.262711,391.226295
-0.46087500,52.78837500,469.228940,89.373658
-0.46062500,52.78837500,469.228941,89.373658
-0.46037500,52.78837500,469.228941,89.373658
-1.43787500,52.78812500,469.231611,89.373849
-1.23062500,52.78812500,469.231611,89.373849
-1.23025000,52.78812500,938.463221,123.106560
-0.46225000,52.78812500,938.463221,123.106560
-0.46187500,52.78812500,469.231611,89.373849
-0.46137500,52.78812500,1407.694832,156.839272
-0.46075000,52.78812500,938.463221,123.106560
-0.46037500,52.78812500,469.231611,89.373849
-1.43800000,52.78787500,938.468560,123.106945
-1.23062500,52.78787500,469.234280,89.374040
