"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",118.776649181147,122.205220609719,36.4423909752874,39.8709624038589
"2","quadratic model",120.303615034803,126.97028170147,29.061681512255,35.7283481789216
"3","logistic model",NA,NA,-5.51230638351998,1.15436028314669
"4","gompertz model",111.65798027526,123.65798027526,-9.64439470401928,2.35560529598072
