"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",65.4033550360426,89.4033550360426,-1.47367155539586,22.5263284446041
"2","quadratic model",53.7276663984835,Inf,-3.93083569162362,Inf
"3","logistic model",NA,NA,-0.0148749657586151,Inf
"4","gompertz model",35.044823470023,-24.955176529977,-2.00601785881359,-62.0060178588136
