"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",-64.413061306682,-63.413061306682,30.3514857751433,31.3514857751433
"2","quadratic model",-108.166708643146,-106.427578208363,-2.26395484253073,-0.524824407748122
"3","logistic model",-157.129491281028,-155.390360846245,-36.0061637458714,-34.2670333110888
"4","gompertz model",NA,NA,-94.9639986097898,-92.2367258825171
