"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",-88.6348251578298,-87.6348251578298,52.6711363491356,53.6711363491356
"2","quadratic model",-142.26990940364,-140.530778968857,15.7110807735101,17.4502112082927
"3","logistic model",-81.0604626719822,-79.3213322371996,-22.2924214200727,-20.5532909852901
"4","gompertz model",-169.243531292729,-166.516258565457,-70.324365920727,-67.5970931934543
