"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",54.2721892076431,Inf,12.0445741230097,Inf
"2","quadratic model",41.1931822846858,1.19318228468577,7.46546423022922,-32.5345357697708
"3","logistic model",NA,NA,-21.9656484959026,-61.9656484959026
"4","gompertz model",3.24748598301206,-26.7525140169879,-263.113656321046,-293.113656321046
