"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",109.004575791694,113.004575791694,24.9512169042686,28.9512169042686
"2","quadratic model",91.8012855131005,99.8012855131005,18.3627761920595,26.3627761920595
"3","logistic model",NA,NA,0.113154810278792,8.11315481027879
"4","gompertz model",77.8386900379542,92.8386900379542,-12.0499493231636,2.95005067683638
