"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",97.7610076262754,105.761007626275,25.6694061178519,33.6694061178518
"2","quadratic model",98.6035553143353,118.603555314335,14.5501773054529,34.5501773054529
"3","logistic model",NA,NA,7.79921866997136,27.7992186699714
"4","gompertz model",94.3042064783528,154.304206478353,6.16190556904579,66.1619055690458
