"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",-53.122092897373,-51.8589350026362,59.2487667657296,60.5119246604665
"2","quadratic model",-80.8654037856738,-78.6431815634516,45.6105219193027,47.8327441415249
"3","logistic model",-50.9153201343139,-48.6930979120916,4.82005708962738,7.0422793118496
"4","gompertz model",-75.9875615106557,-72.4581497459499,57.2326981662752,60.7621099309811
