"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",123.556925307404,131.556925307404,20.1866334808518,28.1866334808518
"2","quadratic model",124.629256459105,144.629256459105,1.0476638135243,21.0476638135243
"3","logistic model",NA,NA,4.99119429016309,24.9911942901631
"4","gompertz model",118.159819398701,178.159819398701,6.28597372749424,66.2859737274942
