"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",-48.3026435468171,-46.8908788409347,28.9776477088403,30.3894124147226
"2","quadratic model",-82.1362137863067,-79.6362137863067,6.11943030876108,8.61943030876108
"3","logistic model",-44.1259393338027,-41.6259393338027,-31.6499407215405,-29.1499407215405
"4","gompertz model",-107.282486454956,-103.282486454956,4.16376448156751,8.16376448156751
