"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",-0.413734802620893,0.849423092115949,67.7135059802145,68.9766638749513
"2","quadratic model",-21.6425399831922,-19.42031776097,54.4213531461037,56.6435753683259
"3","logistic model",1.60618669288153,3.82840891510375,20.7930579750531,23.0152801972753
"4","gompertz model",-13.6483070767354,-10.1188953120295,71.4908062448288,75.0202180095347
