"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",127.690687033029,135.690687033029,3.44224618084348,11.4422461808435
"2","quadratic model",117.535110943196,137.535110943196,0.415573191528292,20.4155731915283
"3","logistic model",NA,NA,0.33491465312185,20.3349146531218
"4","gompertz model",104.472685350894,164.472685350894,0.154535543072583,60.1545355430726
